"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.95645213338449e-163,1.39593377596691,0.537,0.181,9.58925249463259e-159,"TRIP6"
9.57208480222424e-163,2.24976747837472,0.306,0.041,3.10470570560143e-158,"CCDC8"
7.33679606690555e-162,2.10867212687289,0.387,0.089,2.37968980430082e-157,"KDELR3"
5.05455312862487e-161,3.22656090509091,0.33,0.059,1.63944430726948e-156,"RARRES1"
8.48930329559408e-161,2.51439043992307,0.324,0.052,2.75350552392594e-156,"MGST1"
1.45919107441667e-159,0.86961827155423,0.855,0.512,4.73288624987045e-155,"EID1"
1.67072509776329e-159,1.89740100453554,0.47,0.144,5.41899685459523e-155,"CPED1"
2.15805561741634e-159,2.60134166632276,0.298,0.039,6.99965339508991e-155,"ECM2"
2.7235241753384e-159,1.66067711635366,0.409,0.101,8.83375066271012e-155,"MYH10"
3.36773748743175e-159,-3.2158632198035,0.058,0.368,1.09232565404849e-154,"CD53"
7.66518721986791e-159,1.66599557018534,0.418,0.103,2.48620347476416e-154,"KCNE4"
1.76840754328518e-158,2.59601724423503,0.264,0.024,5.73582986664547e-154,"TMEM119"
3.78352022232283e-158,1.01586257675811,0.571,0.21,1.22718478411041e-153,"FSCN1"
1.73390902941673e-157,1.74936915484901,0.375,0.079,5.62393393691316e-153,"LIMCH1"
4.35169418818499e-157,2.08514988542925,0.359,0.071,1.4114720099378e-152,"PDZRN3"
5.80493249210268e-157,2.40231055076952,0.416,0.114,1.8828298538135e-152,"PSD3"
1.29423153589148e-156,1.04412041316362,0.917,0.658,4.19783998666401e-152,"SON"
2.21433780511513e-156,0.874068304971726,0.915,0.65,7.18220467089091e-152,"MORF4L1"
3.7968402138645e-156,1.71073162865469,0.426,0.109,1.23150512336695e-151,"TENC1"
4.92285389352888e-156,2.24694682292215,0.362,0.079,1.59672766036609e-151,"ZDBF2"
7.61336173056998e-156,2.13265549247869,0.265,0.025,2.46939387731037e-151,"SHOX2"
3.85865008073342e-155,0.960543565082554,0.911,0.746,1.25155315368588e-150,"PPIB"
6.4110656926526e-155,1.4512871180815,0.552,0.21,2.07942915741187e-150,"CYBRD1"
7.3736505907761e-155,0.967990002618342,0.791,0.417,2.39164356911823e-150,"LINC00657"
1.88439067495269e-154,1.65994069364747,0.314,0.048,6.11202115420906e-150,"FBLN5"
2.3594614763536e-154,1.97107913115457,0.407,0.105,7.65291329855291e-150,"GLCE"
4.16678218040677e-154,2.09101003854929,0.309,0.046,1.35149580021494e-149,"SGCD"
1.32353896173369e-153,0.780223312281442,0.944,0.742,4.29289862238323e-149,"TIMP1"
