"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ERRFI1",7.39565638917237e-06,-0.99516946907089,0.168,0.271,0.239878114982806
"KHDRBS1",7.4548739406474e-06,-0.4253436446648,0.482,0.586,0.241798836264898
"COPS3",7.48697644285601e-06,0.841989168416758,0.268,0.169,0.242840080924035
"SRRT",7.52622507583161e-06,-0.750633545800381,0.166,0.274,0.244113110334598
"SNX13",7.54016639970646e-06,-0.657927690281724,0.333,0.443,0.244565297174479
"RABEP1",7.64656304502703e-06,-0.423872362782693,0.342,0.472,0.248016272365452
"M6PR",7.74011147444279e-06,0.868460567439412,0.415,0.31,0.251050515673552
"RPS16",7.80440163523174e-06,-0.18519060488611,0.783,0.874,0.253135767038741
"IQGAP1",7.86179233176858e-06,0.489948053544358,0.58,0.472,0.254997234280914
"TGFB1I1",7.87479824299185e-06,-0.531299088289401,0.252,0.376,0.255419081011441
"NISCH",8.00044519062313e-06,-0.539761353548358,0.212,0.329,0.259494439757861
"C1orf54",8.00678123267281e-06,-0.428135196120783,0.165,0.272,0.259699949281742
"DDX46",8.0236163560644e-06,-0.357610417787073,0.44,0.539,0.260245996508949
"SRP68",8.15629108085573e-06,-0.73965675005606,0.166,0.268,0.264549301207556
"SIN3A",8.23553251230788e-06,-0.820023932122395,0.198,0.306,0.267119497036706
"SNX9",8.29355357463283e-06,-0.474449590128265,0.389,0.494,0.269001410193216
"TMEM70",8.31905363955765e-06,1.23011408554533,0.306,0.208,0.269828504799053
"GPATCH2L",8.34000926817718e-06,-0.625746259985552,0.289,0.403,0.270508200613327
"ANXA7",8.34565799477647e-06,0.848884794617315,0.385,0.283,0.270691417060575
"TIPRL",8.3470975469805e-06,-0.557806966978097,0.268,0.384,0.270738108936313
"SUPT20H",8.38522265576829e-06,-0.54184316287392,0.208,0.323,0.271974696839844
"ME2",8.54322403601889e-06,1.13208021304063,0.27,0.175,0.277099471608273
"SREK1",8.56314696028056e-06,-0.202106759350362,0.359,0.485,0.2777456716567
"RPL5P34",8.59397030588035e-06,0.88092759777261,0.257,0.154,0.278745426871229
"GNA11",8.62227879759018e-06,-0.825269772389477,0.159,0.26,0.279663612799837
"OPTN",8.93945353100847e-06,1.27689322516607,0.282,0.184,0.28995117527826
"TMEM219",9.05549766330371e-06,0.961602113759283,0.436,0.345,0.293715066709256
"C19orf25",9.20358595851283e-06,-0.887033591553238,0.207,0.312,0.298518310564364
"EXOSC10",9.28436308976814e-06,-0.682210257250781,0.159,0.265,0.30113831681663
"ATP5E",9.37413311564232e-06,0.50604338875111,0.855,0.879,0.304050007605859
"PLK3",9.4128365591552e-06,0.899318714975043,0.349,0.25,0.305305353796199
"TUBB4B",9.42194925836758e-06,0.767008525317799,0.517,0.422,0.305600924195152
"SH3BP5",9.42817368111979e-06,-0.34052326300011,0.419,0.546,0.30580281334712
"TTC19",9.44803314385351e-06,0.946184397826364,0.322,0.224,0.306446955020889
"ADARB1",9.46540377884377e-06,-0.979356404019545,0.17,0.271,0.307010371566798
"SRSF11",9.6111539744979e-06,-0.298178534046664,0.601,0.676,0.311737779162839
"IRAK3",9.62062727819733e-06,0.900706044612174,0.329,0.227,0.31204504576833
"STXBP3",9.65350032132475e-06,1.05381546834653,0.294,0.197,0.313111282922168
"IFNAR1",9.66543105068119e-06,0.785733934080839,0.431,0.335,0.313498256128844
"ARHGEF40",9.72974535499167e-06,-0.892930440736889,0.226,0.334,0.315584290589155
"FAM198B",9.74388892807404e-06,-0.582554770117799,0.149,0.255,0.316043037382081
"NDUFS2",9.75913990619381e-06,-0.4922979268038,0.361,0.476,0.316537702857396
"GOLGB1",9.77925173257405e-06,-0.419973267959309,0.515,0.633,0.317190029946039
"MED16",9.8361461774579e-06,-1.14387681379494,0.168,0.272,0.319035401265847
"SASH1",9.95733012975192e-06,-0.700485951632838,0.319,0.435,0.322966002758503
"FRMD5",1.01859387998998e-05,0.594539587649724,0.285,0.181,0.33038092497475
"ZNRF2",1.02158010065267e-05,1.03206336072619,0.306,0.209,0.331349505646694
"QSER1",1.02833135630868e-05,-0.722258360982642,0.229,0.343,0.333539275418719
"SRGAP3",1.03844387488676e-05,-0.922121140516052,0.161,0.26,0.336819270819521
"MAP4K4",1.071984522631e-05,-0.599437860036907,0.417,0.528,0.347698179915366
"KIRREL",1.09173832560307e-05,-0.614502534571573,0.159,0.265,0.354105325909356
"SP110",1.10807215012712e-05,1.01361132998725,0.303,0.205,0.359403201893733
"MRPS11",1.11179240989132e-05,-0.72461645132848,0.228,0.331,0.360609868148251
"DEGS1",1.12444990172929e-05,0.888368242152495,0.424,0.331,0.364715325625895
"MVP",1.12499559436861e-05,0.898280840105952,0.273,0.173,0.364892321033457
"UTP23",1.1292500104473e-05,-0.748891756335433,0.221,0.326,0.366272240888582
"NCL",1.14669227445501e-05,-0.26134476771962,0.665,0.764,0.371929639219481
"CD320",1.16013259438293e-05,-0.462079513517867,0.186,0.296,0.376289006988103
"GALK1",1.16125303450923e-05,-0.664916737330843,0.187,0.293,0.376652421743069
"PMPCB",1.17593944675512e-05,-0.988255307935052,0.214,0.313,0.381415959555024
"FHL3",1.17718766346538e-05,-0.958727284433125,0.177,0.276,0.381820818644995
"TBC1D9B",1.18910954753111e-05,-0.811562322581212,0.228,0.334,0.385687681741714
"ROCK2",1.19055943244895e-05,-0.62214633934119,0.361,0.472,0.386157951914818
"TCEAL8",1.2115592265357e-05,-0.424593110643928,0.317,0.435,0.392969235126853
"HNRNPA3",1.23721454327074e-05,-0.426640930177476,0.632,0.718,0.401290537109863
"PPP2R5C",1.24048807606218e-05,1.13985003343295,0.403,0.309,0.402352307470768
"FAM211A-AS1",1.24841116396391e-05,0.440017923853266,0.347,0.216,0.404922161031693
"CASC3",1.27114200405538e-05,-0.599692865943667,0.25,0.357,0.412294909015362
"PCBP1",1.28438367819818e-05,0.378200382763252,0.581,0.502,0.416589846023579
"RPS3A",1.29414785055111e-05,-0.163660149433802,0.776,0.88,0.419756855326253
"SKIL",1.3359949339557e-05,-0.505979823317867,0.434,0.545,0.43332995682853
"ZNF302",1.34475633002695e-05,-0.765204521519639,0.285,0.387,0.436171715644242
"NBR1",1.36097092797628e-05,-0.715120569748201,0.261,0.367,0.441430920489106
"TERF2IP",1.39193736622841e-05,-0.354089322218301,0.508,0.62,0.451474884736186
"TAF7",1.41280586239552e-05,-0.499643267915229,0.431,0.54,0.458243581467988
"DAD1",1.41357363862358e-05,-0.316573715691246,0.637,0.737,0.458492609687557
"ANKRD44",1.45453462294692e-05,1.28221810651406,0.287,0.195,0.471778304952834
"RFX3",1.46514481931671e-05,1.09270380595316,0.296,0.208,0.475219722145374
"PTTG1IP",1.47002106435106e-05,-0.473818479100809,0.443,0.543,0.476801332222265
"FUT8",1.4718801524315e-05,-0.343157849150289,0.184,0.293,0.477404327441156
"LTBR",1.47613341398873e-05,-0.818262221842784,0.292,0.4,0.478783872827243
"EIF4H",1.49069678872071e-05,-0.394280711268766,0.468,0.594,0.483507503421561
"SPIRE1",1.49451864458742e-05,1.18730361807656,0.266,0.173,0.48474712237193
"RBMS3",1.49591459570951e-05,-0.104239974617827,0.347,0.52,0.485199899118379
"EMP1",1.50458584646436e-05,0.222747509112229,0.464,0.723,0.488012419300714
"MAP1B",1.52486314782555e-05,-0.149071334566085,0.315,0.468,0.494589361997217
"C1orf122",1.53358444718268e-05,-0.351155790544648,0.354,0.457,0.497418115443701
"NARG2",1.54241541449735e-05,-0.602992642346538,0.194,0.302,0.500282439692216
"TRPS1",1.54692429604251e-05,-0.578016392173773,0.408,0.509,0.501744895421389
"ZNF106",1.54940783630032e-05,-0.497769907628198,0.408,0.512,0.502550431704008
"FAM127A",1.56979417517472e-05,-0.694118470757666,0.186,0.293,0.509162740717922
"RP5-857K21.4",1.57555153258252e-05,0.667544144906903,0.294,0.194,0.51103013959314
"DDX27",1.58117741972068e-05,-0.421155393537533,0.238,0.364,0.512854896086404
"LUZP1",1.58671144694915e-05,-0.429400727094518,0.257,0.372,0.514649857817955
"ORAI2",1.59668764660004e-05,-0.808062183087144,0.161,0.258,0.517885638174721
"MTSS1",1.59890646109626e-05,1.09368692797518,0.31,0.216,0.518605310656571
"WDR6",1.61742175587425e-05,-0.866157924140055,0.175,0.276,0.524610746517814
"CHKA",1.62768922448192e-05,1.08697669950512,0.27,0.175,0.52794099996071
"CORO1B",1.70113784967031e-05,0.830620562679267,0.364,0.26,0.551764061540567
"ATP6V1G1",1.71427506945278e-05,-0.264445990489635,0.646,0.731,0.556025118777008
"MICALL2",1.73019807761542e-05,1.24137510621593,0.259,0.176,0.56118974647456
"HNRNPLL",1.73177079608467e-05,-0.706189619471647,0.177,0.279,0.561699857710064
"SLC39A10",1.73434046485678e-05,-0.412526343681672,0.312,0.417,0.562533329776298
"PRPF38A",1.74186676006017e-05,-0.743323441132822,0.201,0.304,0.564974483625516
"VAT1",1.75235073380359e-05,1.16784924270226,0.296,0.208,0.568374960509195
"RBM3",1.77616005012093e-05,0.619893932378244,0.581,0.506,0.576097512256725
"AKAP17A",1.78494507613201e-05,-0.633530848308517,0.261,0.365,0.578946935443419
"CCSER2",1.8281698927813e-05,1.08572142188174,0.412,0.323,0.592966904723614
"EIF6",1.87773090669014e-05,-0.70294919969542,0.158,0.25,0.609042019584946
"VEGFA",1.9034636147477e-05,1.92205535637245,0.413,0.34,0.617388423443417
"POLD2",1.91965748465651e-05,-0.365870603022862,0.252,0.364,0.622640905148339
"DHX15",1.92156243930139e-05,-0.420298625905319,0.284,0.398,0.623258777187406
"LAMTOR1",1.92397074810331e-05,0.689736012143455,0.524,0.457,0.624039912147307
"SETD5",1.92545828313536e-05,-0.407694905056501,0.382,0.506,0.624522394134953
"NOLC1",1.93431475483234e-05,-0.971578031119429,0.161,0.26,0.627394990729869
"TBCA",1.93753412274855e-05,-0.31459138308854,0.574,0.698,0.628439192713491
"RING1",1.96425707156876e-05,-0.655994609202845,0.231,0.343,0.637106781163329
"ATG4B",1.97102446882704e-05,-0.720313180599349,0.247,0.345,0.639301786464049
"PITPNA",1.99562360388553e-05,1.10207511765062,0.275,0.181,0.647280515920273
"RBX1",2.00370623574044e-05,-0.540442763242612,0.427,0.526,0.649902117562412
"RHOJ",2.02705464820654e-05,-0.413185971706789,0.182,0.285,0.657475175145791
"SNRPA",2.03794731270517e-05,-0.6883276702285,0.198,0.301,0.661008210875923
"GATAD2B",2.04419854009998e-05,-0.600398671146622,0.228,0.337,0.663035796481429
"LAP3",2.06751964200168e-05,1.11480819934074,0.389,0.298,0.670599995883245
"LSM7",2.08160522057462e-05,-0.326388682875606,0.538,0.631,0.675168653293377
"NTPCR",2.08489215851901e-05,-0.656383845895374,0.221,0.323,0.676234771615642
"NT5C",2.1390469705582e-05,-0.511299629881485,0.347,0.466,0.693799884900553
"MACF1",2.17124861918977e-05,-0.330672933575892,0.447,0.553,0.704244489634203
"NDUFV3",2.28765395696552e-05,-0.461459718333113,0.343,0.452,0.742000560941766
"IFT43",2.3042205842371e-05,-0.537200497215052,0.217,0.326,0.747373946497305
"GPC6",2.32186100985622e-05,-1.05367765987881,0.193,0.288,0.753095618546864
"CNST",2.33276038895912e-05,1.23889488973911,0.278,0.189,0.75663083215889
"GPX4",2.35833519491418e-05,0.64406919030243,0.69,0.661,0.764926020470413
"ANKIB1",2.40097399012754e-05,-0.451524096862771,0.277,0.381,0.778755913697867
"CTTNBP2NL",2.41010844491722e-05,0.911325778549555,0.317,0.219,0.7817186741089
"CMIP",2.42346949218305e-05,0.898193924503088,0.342,0.244,0.786052329789573
"TMCO3",2.42596137520692e-05,-0.48073155687782,0.2,0.309,0.786860572048365
"OCIAD1",2.43330510440748e-05,-0.467129203661027,0.499,0.605,0.789242510614568
"TMEM50A",2.44323573506792e-05,0.612741940956636,0.517,0.441,0.79246351066928
"IFI27",2.44992737645633e-05,0.947154169337709,0.403,0.301,0.794633944553611
"VAPB",2.45155491195034e-05,-0.564011486402703,0.191,0.293,0.795161835691092
"HELZ",2.45271355391453e-05,-0.415472773157546,0.347,0.458,0.795537641212179
"C7orf50",2.47609562230672e-05,-0.396466007495631,0.392,0.515,0.803121615095185
"VPS13C",2.48973959341642e-05,-0.442216959068033,0.518,0.638,0.807547037124616
"NDUFA3",2.5154542030871e-05,-0.207418006428356,0.292,0.425,0.815887570771302
"NAALADL2",2.54662523650191e-05,1.45177248412953,0.319,0.246,0.825997895459396
"SCFD1",2.55587880437188e-05,-0.694424763931541,0.343,0.441,0.828999290198021
"LSM2",2.55932007171774e-05,-0.417120476683316,0.329,0.447,0.830115465261648
"STX6",2.60401233031648e-05,-0.744365018832216,0.177,0.279,0.84461139933815
"RASA3",2.65416718454246e-05,1.20663322594658,0.254,0.169,0.860879126306347
"UROD",2.67165420309508e-05,-0.75289071939753,0.161,0.257,0.866551040773888
"PLEKHJ1",2.70430905194705e-05,-0.606098222681852,0.268,0.375,0.877142640999026
"SYMPK",2.75031295135643e-05,-0.472554496848133,0.2,0.306,0.892064005772458
"HDAC5",2.75313244146691e-05,-0.884788165950504,0.194,0.29,0.892978507389791
"KMT2C",2.76384303476367e-05,-0.441337113098507,0.471,0.57,0.896452488325595
"FAM210B",2.78830485737321e-05,0.997751836285745,0.266,0.176,0.904386680489002
"LEO1",2.81372604982913e-05,-0.537667229812613,0.193,0.291,0.912632044262079
"C1orf43",2.81962119730448e-05,0.74308603263777,0.464,0.387,0.91454413534571
"URI1",2.82648955407566e-05,-0.267826324576356,0.359,0.482,0.91677188686444
"MAP1LC3A",2.88577287748639e-05,-0.385164384671523,0.306,0.424,0.936000432812712
"RTCB",2.89660173351175e-05,0.76770404001794,0.315,0.217,0.939512772264537
"CTTN",2.91500558622441e-05,-0.490765376433321,0.263,0.375,0.945482061891887
"PLSCR1",2.92488282168664e-05,1.10013930084684,0.405,0.334,0.948685743214061
"TPT1",2.93544209533023e-05,0.401910942769255,0.947,0.951,0.952110643620361
"ANXA11",2.99238007284751e-05,0.610838756690473,0.434,0.334,0.970578476628089
"C8orf59",3.00605385056306e-05,-0.430225406574817,0.459,0.551,0.97501356643013
"VBP1",3.00660333759025e-05,-0.660968289648729,0.259,0.361,0.975191792547396
"BLOC1S4",3.01457813438033e-05,-0.720048042330354,0.191,0.29,0.977778417886261
"GEM",3.0206261279815e-05,-1.09787417400648,0.194,0.29,0.9797400846108
"HEXDC",3.14555081240242e-05,-0.716226109399971,0.196,0.299,1
"BMPR2",3.21740289590973e-05,-1.27486363541757,0.343,0.419,1
"PFN1",3.21812184257689e-05,0.483193755887341,0.779,0.769,1
"NIFK",3.24336461899978e-05,-0.542044964630796,0.259,0.367,1
"EIF4EBP2",3.25702684406651e-05,-0.856471864215456,0.156,0.254,1
"SLC30A9",3.31078087338307e-05,-0.804629813609466,0.191,0.298,1
"RPA3",3.31243345725326e-05,-0.583019874675265,0.263,0.364,1
"EPS15",3.31613229641444e-05,0.708555702370756,0.37,0.271,1
"STAT3",3.34811650643918e-05,-0.321368154367322,0.594,0.696,1
"SMARCD2",3.36894445265583e-05,-0.66721104833515,0.159,0.252,1
"PCF11",3.38444648706659e-05,0.711397585842858,0.263,0.172,1
"TIMM8B",3.41631785493834e-05,0.673852772128008,0.399,0.29,1
"SAMD9",3.46539911841557e-05,0.994217971188161,0.28,0.184,1
"TMEM14B",3.49088685220908e-05,-0.726685326609168,0.196,0.293,1
"OSBPL1A",3.53898109551119e-05,-0.67007720747624,0.259,0.361,1
"ANP32B",3.64675436902487e-05,-0.424756171930581,0.466,0.572,1
"ZC2HC1A",3.6604102712958e-05,-0.716521202891763,0.208,0.313,1
"A1BG",3.68174622783851e-05,-0.538562773035287,0.165,0.258,1
"TRIM44",3.78028762441157e-05,-0.513357626871901,0.361,0.458,1
"TULP4",3.78718581518136e-05,-0.633246838779197,0.194,0.287,1
"UBE2E2",3.81333541685924e-05,-0.898780599642133,0.335,0.425,1
"TIPARP",3.82476728449934e-05,1.09898596627472,0.27,0.184,1
"DHX30",3.82802442245203e-05,-0.809006333002046,0.205,0.306,1
"LAGE3",4.08691069741864e-05,-0.705619706704164,0.326,0.42,1
"ECE1",4.21160436646967e-05,0.866450452923836,0.326,0.238,1
"TRIQK",4.29697323743053e-05,-0.859940056786221,0.184,0.283,1
"AGO3",4.32027784736696e-05,-0.669333925206353,0.32,0.419,1
"NFATC2",4.36503664710837e-05,0.806947891747103,0.329,0.222,1
"WDR11",4.39540816441395e-05,-0.718985143712702,0.214,0.317,1
"USP48",4.41950063452138e-05,-0.372275618062139,0.301,0.411,1
"STARD3",4.44589852306188e-05,-0.835843213005565,0.196,0.296,1
"CAB39",4.48027981355266e-05,0.534310026795146,0.366,0.263,1
"BAIAP2",4.49128573462596e-05,-1.00762536820618,0.163,0.258,1
"APOE",4.50834376475478e-05,0.949413338632466,0.471,0.66,1
"ATP11A",4.55573459672847e-05,-0.619777747134863,0.187,0.285,1
"NDRG2",4.63286310892163e-05,-1.01485226426625,0.203,0.294,1
"ADAMTS9-AS2",4.6577252054815e-05,1.11018038309757,0.287,0.205,1
"TEAD1",4.69178578938718e-05,-0.319602853482139,0.294,0.425,1
"U2AF2",4.85955559905535e-05,-0.401604093813677,0.2,0.304,1
"PIBF1",4.96754482825009e-05,-0.607296560527475,0.315,0.417,1
"TMEM9B",4.98750892404316e-05,1.05270874950026,0.326,0.239,1
"HADHA",5.03371494794804e-05,-0.37846444490287,0.424,0.526,1
"BLZF1",5.07921280242235e-05,-0.753430641435664,0.187,0.287,1
"AGFG1",5.17724196337702e-05,0.52916009958461,0.398,0.301,1
"TRAPPC12",5.29580966724204e-05,-0.471984036277663,0.221,0.324,1
"MINOS1",5.39100696613584e-05,-0.525930620852376,0.231,0.337,1
"RPAP2",5.39155317164391e-05,-0.66075844982198,0.221,0.32,1
"NDUFV2",5.44551235020605e-05,-0.331141135901373,0.256,0.38,1
"TBC1D19",5.48121827669674e-05,-0.434577460880697,0.156,0.254,1
"SDF2",5.54107461258108e-05,-0.725534874893949,0.273,0.378,1
"NEK6",5.55043517959635e-05,-0.782551149418873,0.18,0.277,1
"TMEM230",5.61720528391961e-05,-0.374155000010514,0.454,0.553,1
"VOPP1",5.65790629246881e-05,-0.931551032148993,0.268,0.35,1
"GABPB1",5.66699410235475e-05,1.20289224437972,0.259,0.175,1
"GAK",6.18808265954031e-05,-0.884651236148316,0.2,0.296,1
"GABARAPL2",6.23380853767057e-05,-0.392606701874121,0.562,0.654,1
"DDX18",6.28308587827067e-05,-0.205904036892845,0.469,0.583,1
"TMEM87B",6.37723035277039e-05,-0.514958043911637,0.215,0.318,1
"DTD1",6.40394594482231e-05,1.30410873024261,0.306,0.224,1
"SESN3",6.45026119937837e-05,-0.952465855362836,0.287,0.376,1
"GORASP2",6.48530021634972e-05,-0.422313091532352,0.257,0.362,1
"METTL23",6.49118606733189e-05,-0.650079368084038,0.182,0.272,1
"COX7A2L",6.49474006791585e-05,-0.369643866438379,0.503,0.583,1
"BCAR1",6.56979320909803e-05,-0.365228111193081,0.168,0.268,1
"ARGLU1",6.62840882300994e-05,-0.278267464847105,0.657,0.759,1
"UBE2S",6.65849716270254e-05,0.872271023989969,0.475,0.391,1
"SMC4",6.70544071535717e-05,-0.81412872721339,0.219,0.309,1
"MRPL54",6.71334765956731e-05,0.710558813262534,0.417,0.331,1
"UBN2",6.7325582909026e-05,-0.792633210258645,0.215,0.312,1
"KLF10",6.82031367888848e-05,-0.344731398161931,0.233,0.342,1
"WDR82",6.8379347942322e-05,-0.476295648077083,0.257,0.369,1
"QARS",6.90913009784018e-05,-0.362913375882025,0.163,0.26,1
"CCDC47",6.97645229234065e-05,-0.466599618566232,0.37,0.472,1
"PACS1",7.04125650328159e-05,0.836719871061521,0.299,0.203,1
"LZTS2",7.32404283862197e-05,-0.895972465525608,0.17,0.257,1
"COQ4",7.33660255537561e-05,-0.339502776289961,0.173,0.269,1
"TBC1D16",7.3385637312488e-05,-0.701524189616761,0.182,0.276,1
"CHPT1",7.40682864669612e-05,0.842977598569998,0.27,0.176,1
"USO1",7.53740377973226e-05,-0.693044657789585,0.292,0.392,1
"MXI1",7.61470165088914e-05,1.05720471377906,0.313,0.23,1
"ATP5I",7.75180935648973e-05,-0.268757523528699,0.594,0.704,1
"SMARCA2",7.79405327532136e-05,-0.591594587496199,0.291,0.395,1
"PPME1",7.90703576794373e-05,-0.6554128718633,0.208,0.299,1
"ACTR3",8.03158101876626e-05,0.759162128601441,0.492,0.406,1
"LARS",8.12451711343484e-05,-0.78703302922313,0.284,0.375,1
"TOP1",8.14175020554674e-05,-0.406083426474008,0.534,0.595,1
"MTRNR2L1",8.15414281203457e-05,0.234429433642313,0.305,0.209,1
"GTF2A2",8.16671529359208e-05,-0.42436233118517,0.45,0.545,1
"RWDD1",8.20082777722996e-05,-0.362940264722304,0.405,0.515,1
"PURB",8.21714049515283e-05,-0.966062766344749,0.254,0.35,1
"UQCRQ",8.32683914061168e-05,-0.248294607498429,0.489,0.583,1
"RPF2",8.34479714737358e-05,-0.557779572299425,0.191,0.287,1
"NAGK",8.38644524881575e-05,1.00729914756911,0.38,0.299,1
"UBE2L6",8.4379616726738e-05,0.89268945196202,0.271,0.184,1
"GNG7",8.45263237882347e-05,0.730197586704294,0.277,0.191,1
"RAB31",8.6255328775175e-05,0.745555657653192,0.394,0.298,1
"PRCP",8.65204296021311e-05,0.869813319462071,0.315,0.228,1
"EIF3I",8.67223443785424e-05,-0.360281655590608,0.455,0.548,1
"ATP5D",8.8252119331893e-05,-0.258581779954365,0.615,0.693,1
"NDUFS4",8.89934354801318e-05,-0.418049561022252,0.38,0.49,1
"FRYL",8.90728682950085e-05,0.620436536525128,0.396,0.306,1
"INTS3",9.0112557248034e-05,-0.88632945405691,0.166,0.257,1
"ADK",9.01829175682031e-05,0.920818134453122,0.317,0.235,1
"TIMM9",9.07467050588254e-05,-0.506027440686214,0.191,0.282,1
"KAT8",9.1062003714315e-05,-0.627366623033078,0.159,0.252,1
"TMEM126B",9.14153031832103e-05,1.00614906482982,0.282,0.2,1
"NSRP1",9.26206043043093e-05,-0.604256422337052,0.287,0.387,1
"DPP7",9.28655331024863e-05,0.556901430147999,0.553,0.479,1
"RPL35A",9.43338468203451e-05,-0.164218520835311,0.879,0.904,1
"CASK",9.48421858919968e-05,-0.633645402416029,0.208,0.307,1
